Number,CallDecisionYear,CountryIsoCode,FundingInstrumentGaReporting,Country,Continent,research_area
184282,2018,UK,Fellowships,United Kingdom,Europe,SSH
184287,2018,US,Fellowships,United States,North America,MINT
184291,2018,FR,Fellowships,France,Europe,MINT
184306,2018,US,Fellowships,United States,North America,MINT
184307,2018,US,Fellowships,United States,North America,MINT
184320,2018,US,Fellowships,United States,North America,MINT
184349,2018,ZA,Fellowships,NA,Africa,SSH
184359,2018,US,Fellowships,United States,North America,MINT
184360,2018,NL,Fellowships,Netherlands,Europe,SSH
184361,2018,US,Fellowships,United States,North America,MINT
184362,2018,US,Fellowships,United States,North America,SSH
184362,2018,US,Fellowships,United States,North America,SSH
184363,2018,US,Fellowships,United States,North America,MINT
184364,2018,UK,Fellowships,United Kingdom,Europe,SSH
184364,2018,IT,Fellowships,Italy,Europe,SSH
184365,2018,DK,Fellowships,NA,Europe,MINT
184368,2018,CA,Fellowships,Canada,North America,SSH
184368,2018,AT,Fellowships,Austria,Europe,SSH
184370,2018,US,Fellowships,United States,North America,SSH
184371,2018,US,Fellowships,United States,North America,LS
184377,2018,US,Fellowships,United States,North America,SSH
184378,2018,SE,Fellowships,Sweden,Europe,SSH
184379,2018,US,Fellowships,United States,North America,MINT
184380,2018,US,Fellowships,United States,North America,MINT
184382,2018,US,Fellowships,United States,North America,MINT
184384,2018,UK,Fellowships,United Kingdom,Europe,SSH
184386,2018,UK,Fellowships,United Kingdom,Europe,MINT
184387,2018,FR,Fellowships,France,Europe,MINT
184396,2018,FR,Fellowships,France,Europe,MINT
184397,2018,FR,Fellowships,France,Europe,LS
184398,2018,US,Fellowships,United States,North America,MINT
184403,2018,US,Fellowships,United States,North America,LS
184406,2018,DE,Fellowships,Germany,Europe,MINT
184408,2018,UK,Fellowships,United Kingdom,Europe,MINT
184414,2018,US,Fellowships,United States,North America,MINT
184423,2018,CA,Fellowships,Canada,North America,MINT
184425,2018,DE,Fellowships,Germany,Europe,LS
184427,2018,DE,Fellowships,Germany,Europe,MINT
184428,2018,US,Fellowships,United States,North America,MINT
184437,2018,US,Fellowships,United States,North America,LS
184444,2018,US,Fellowships,United States,North America,SSH
184448,2018,US,Fellowships,United States,North America,MINT
184462,2018,US,Fellowships,United States,North America,MINT
184463,2018,UK,Fellowships,United Kingdom,Europe,SSH
184465,2018,UK,Fellowships,United Kingdom,Europe,LS
184466,2018,UK,Fellowships,United Kingdom,Europe,MINT
184470,2018,UK,Fellowships,United Kingdom,Europe,MINT
184471,2018,CA,Fellowships,Canada,North America,SSH
184472,2018,US,Fellowships,United States,North America,MINT
184473,2018,US,Fellowships,United States,North America,LS
184475,2018,BE,Fellowships,Belgium,Europe,LS
184476,2018,US,Fellowships,United States,North America,LS
184477,2018,UK,Fellowships,United Kingdom,Europe,SSH
184479,2018,NO,Fellowships,NA,Europe,SSH
184481,2018,LU,Fellowships,NA,Europe,LS
184482,2018,US,Fellowships,United States,North America,MINT
184483,2018,UK,Fellowships,United Kingdom,Europe,MINT
184485,2018,US,Fellowships,United States,North America,SSH
184488,2018,NL,Fellowships,Netherlands,Europe,LS
184489,2018,FR,Fellowships,France,Europe,LS
184490,2018,US,Fellowships,United States,North America,SSH
184492,2018,JP,Fellowships,NA,Asia,MINT
184494,2018,US,Fellowships,United States,North America,MINT
184497,2018,US,Fellowships,United States,North America,MINT
184500,2018,AT,Fellowships,Austria,Europe,MINT
184503,2018,NL,Fellowships,Netherlands,Europe,SSH
184503,2018,UK,Fellowships,United Kingdom,Europe,SSH
184505,2018,UK,Fellowships,United Kingdom,Europe,SSH
184510,2018,FR,Fellowships,France,Europe,SSH
184512,2018,US,Fellowships,United States,North America,SSH
184514,2018,US,Fellowships,United States,North America,MINT
184518,2018,US,Fellowships,United States,North America,MINT
184520,2018,NO,Fellowships,NA,Europe,SSH
184521,2018,US,Fellowships,United States,North America,MINT
184522,2018,IL,Fellowships,NA,Asia,MINT
184524,2018,US,Fellowships,United States,North America,MINT
184525,2018,UK,Fellowships,United Kingdom,Europe,SSH
184528,2018,US,Fellowships,United States,North America,MINT
184530,2018,US,Fellowships,United States,North America,MINT
184531,2018,FR,Fellowships,France,Europe,MINT
184533,2018,US,Fellowships,United States,North America,SSH
184534,2018,KR,Fellowships,NA,Asia,MINT
184535,2018,DE,Fellowships,Germany,Europe,MINT
184536,2018,US,Fellowships,United States,North America,SSH
184543,2018,AT,Fellowships,Austria,Europe,LS
184555,2018,US,Fellowships,United States,North America,MINT
184573,2018,DE,Fellowships,Germany,Europe,SSH
186628,2019,UK,Fellowships,United Kingdom,Europe,SSH
186628,2019,UK,Fellowships,United Kingdom,Europe,SSH
186629,2019,NL,Fellowships,Netherlands,Europe,SSH
186630,2019,MY,Fellowships,NA,Asia,SSH
186630,2019,DE,Fellowships,Germany,Europe,SSH
186631,2019,UK,Fellowships,United Kingdom,Europe,SSH
186631,2019,BE,Fellowships,Belgium,Europe,SSH
186635,2019,DE,Fellowships,Germany,Europe,SSH
186637,2019,US,Fellowships,United States,North America,SSH
186646,2019,US,Fellowships,United States,North America,SSH
186654,2019,UK,Fellowships,United Kingdom,Europe,SSH
186654,2019,UK,Fellowships,United Kingdom,Europe,SSH
186656,2019,DK,Fellowships,NA,Europe,SSH
186657,2019,DE,Fellowships,Germany,Europe,SSH
186658,2019,US,Fellowships,United States,North America,SSH
186660,2019,US,Fellowships,United States,North America,SSH
186665,2019,FR,Fellowships,France,Europe,SSH
186665,2019,FR,Fellowships,France,Europe,SSH
186669,2019,UK,Fellowships,United Kingdom,Europe,SSH
186669,2019,UK,Fellowships,United Kingdom,Europe,SSH
186670,2019,DE,Fellowships,Germany,Europe,SSH
186670,2019,AT,Fellowships,Austria,Europe,SSH
186671,2019,FR,Fellowships,France,Europe,MINT
186673,2019,US,Fellowships,United States,North America,MINT
186673,2019,US,Fellowships,United States,North America,MINT
186676,2019,US,Fellowships,United States,North America,MINT
186678,2019,US,Fellowships,United States,North America,MINT
186678,2019,US,Fellowships,United States,North America,MINT
186680,2019,US,Fellowships,United States,North America,MINT
186681,2019,US,Fellowships,United States,North America,MINT
186682,2019,US,Fellowships,United States,North America,MINT
186683,2019,DE,Fellowships,Germany,Europe,MINT
186686,2019,UK,Fellowships,United Kingdom,Europe,MINT
186687,2019,AT,Fellowships,Austria,Europe,MINT
186687,2019,AT,Fellowships,Austria,Europe,MINT
186690,2019,IT,Fellowships,Italy,Europe,SSH
186690,2019,DE,Fellowships,Germany,Europe,SSH
186690,2019,IT,Fellowships,Italy,Europe,SSH
186690,2019,IT,Fellowships,Italy,Europe,SSH
186694,2019,CA,Fellowships,Canada,North America,SSH
186701,2019,UK,Fellowships,United Kingdom,Europe,SSH
186702,2019,HK,Fellowships,NA,Asia,SSH
186702,2019,FR,Fellowships,France,Europe,SSH
186704,2019,US,Fellowships,United States,North America,LS
186706,2019,US,Fellowships,United States,North America,SSH
186708,2019,US,Fellowships,United States,North America,LS
186709,2019,US,Fellowships,United States,North America,LS
186714,2019,FR,Fellowships,France,Europe,SSH
186714,2019,AT,Fellowships,Austria,Europe,SSH
186718,2019,UK,Fellowships,United Kingdom,Europe,LS
186719,2019,DE,Fellowships,Germany,Europe,SSH
186719,2019,DE,Fellowships,Germany,Europe,SSH
186720,2019,US,Fellowships,United States,North America,MINT
186720,2019,US,Fellowships,United States,North America,MINT
186722,2019,DE,Fellowships,Germany,Europe,SSH
186723,2019,DE,Fellowships,Germany,Europe,LS
186724,2019,US,Fellowships,United States,North America,SSH
186728,2019,US,Fellowships,United States,North America,LS
186730,2019,UK,Fellowships,United Kingdom,Europe,MINT
186732,2019,US,Fellowships,United States,North America,LS
186733,2019,FR,Fellowships,France,Europe,LS
186735,2019,US,Fellowships,United States,North America,MINT
186739,2019,US,Fellowships,United States,North America,LS
186740,2019,US,Fellowships,United States,North America,LS
186741,2019,CA,Fellowships,Canada,North America,LS
186742,2019,CA,Fellowships,Canada,North America,SSH
186743,2019,DE,Fellowships,Germany,Europe,SSH
186744,2019,US,Fellowships,United States,North America,MINT
186747,2019,UK,Fellowships,United Kingdom,Europe,MINT
186748,2019,SE,Fellowships,Sweden,Europe,LS
186751,2019,US,Fellowships,United States,North America,LS
186756,2019,FR,Fellowships,France,Europe,MINT
186757,2019,US,Fellowships,United States,North America,LS
186758,2019,NL,Fellowships,Netherlands,Europe,LS
186759,2019,US,Fellowships,United States,North America,MINT
186760,2019,US,Fellowships,United States,North America,MINT
186763,2019,US,Fellowships,United States,North America,LS
186765,2019,FR,Fellowships,France,Europe,MINT
186767,2019,US,Fellowships,United States,North America,MINT
186769,2019,UK,Fellowships,United Kingdom,Europe,LS
186770,2019,DE,Fellowships,Germany,Europe,LS
186777,2019,US,Fellowships,United States,North America,LS
186779,2019,US,Fellowships,United States,North America,LS
186783,2019,UK,Fellowships,United Kingdom,Europe,LS
186786,2019,UK,Fellowships,United Kingdom,Europe,LS
186788,2019,UK,Fellowships,United Kingdom,Europe,LS
186789,2019,US,Fellowships,United States,North America,LS
186791,2019,US,Fellowships,United States,North America,LS
186795,2019,DE,Fellowships,Germany,Europe,LS
186796,2019,US,Fellowships,United States,North America,LS
186800,2019,US,Fellowships,United States,North America,LS
187609,2019,UK,Fellowships,United Kingdom,Europe,MINT
187611,2019,US,Fellowships,United States,North America,SSH
187612,2019,UK,Fellowships,United Kingdom,Europe,SSH
187624,2019,UK,Fellowships,United Kingdom,Europe,SSH
187627,2019,FR,Fellowships,France,Europe,SSH
187632,2019,NZ,Fellowships,NA,Oceania,SSH
187634,2019,AU,Fellowships,Australia,Oceania,LS
187635,2019,SE,Fellowships,Sweden,Europe,LS
187638,2019,CA,Fellowships,Canada,North America,MINT
187639,2019,NL,Fellowships,Netherlands,Europe,SSH
187641,2019,US,Fellowships,United States,North America,SSH
187642,2019,DE,Fellowships,Germany,Europe,MINT
187645,2019,FR,Fellowships,France,Europe,SSH
187646,2019,US,Fellowships,United States,North America,MINT
187649,2019,CA,Fellowships,Canada,North America,MINT
187653,2019,DE,Fellowships,Germany,Europe,LS
187658,2019,DE,Fellowships,Germany,Europe,LS
187658,2019,US,Fellowships,United States,North America,LS
187659,2019,DE,Fellowships,Germany,Europe,LS
187665,2019,FR,Fellowships,France,Europe,SSH
187673,2019,CA,Fellowships,Canada,North America,SSH
187679,2019,NL,Fellowships,Netherlands,Europe,LS
187681,2019,IT,Fellowships,Italy,Europe,MINT
187684,2019,US,Fellowships,United States,North America,LS
187685,2019,DE,Fellowships,Germany,Europe,SSH
187686,2019,DE,Fellowships,Germany,Europe,SSH
187687,2019,UK,Fellowships,United Kingdom,Europe,SSH
187687,2019,UK,Fellowships,United Kingdom,Europe,SSH
187704,2019,US,Fellowships,United States,North America,SSH
187705,2019,US,Fellowships,United States,North America,SSH
187706,2019,US,Fellowships,United States,North America,LS
187707,2019,NZ,Fellowships,NA,Oceania,SSH
187709,2019,BE,Fellowships,Belgium,Europe,SSH
187711,2019,DE,Fellowships,Germany,Europe,MINT
187711,2019,FR,Fellowships,France,Europe,MINT
187715,2019,US,Fellowships,United States,North America,SSH
187727,2019,US,Fellowships,United States,North America,LS
187728,2019,NO,Fellowships,NA,Europe,LS
187728,2019,CN,Fellowships,NA,Asia,LS
187728,2019,CN,Fellowships,NA,Asia,LS
187731,2019,US,Fellowships,United States,North America,LS
187736,2019,US,Fellowships,United States,North America,SSH
187739,2019,AU,Fellowships,Australia,Oceania,LS
187739,2019,AU,Fellowships,Australia,Oceania,LS
187745,2019,UK,Fellowships,United Kingdom,Europe,MINT
187745,2019,MG,Fellowships,NA,Africa,MINT
187745,2019,UK,Fellowships,United Kingdom,Europe,MINT
187751,2019,US,Fellowships,United States,North America,LS
187754,2019,US,Fellowships,United States,North America,LS
187759,2019,UK,Fellowships,United Kingdom,Europe,SSH
187759,2019,NL,Fellowships,Netherlands,Europe,SSH
187760,2019,DE,Fellowships,Germany,Europe,SSH
187760,2019,US,Fellowships,United States,North America,SSH
187761,2019,DE,Fellowships,Germany,Europe,SSH
187765,2019,CL,Fellowships,NA,Latin America,MINT
187769,2019,AU,Fellowships,Australia,Oceania,MINT
187772,2019,US,Fellowships,United States,North America,LS
187775,2019,UK,Fellowships,United Kingdom,Europe,LS
187793,2019,CA,Fellowships,Canada,North America,LS
187795,2019,AU,Fellowships,Australia,Oceania,SSH
187900,2019,KZ,Fellowships,NA,Asia,SSH
187900,2019,DE,Fellowships,Germany,Europe,SSH
187911,2019,US,Fellowships,United States,North America,SSH
187913,2019,DK,Fellowships,NA,Europe,MINT
187913,2019,US,Fellowships,United States,North America,MINT
187920,2019,UK,Fellowships,United Kingdom,Europe,SSH
187920,2019,UK,Fellowships,United Kingdom,Europe,SSH
187926,2019,US,Fellowships,United States,North America,LS
187928,2019,US,Fellowships,United States,North America,MINT
187929,2019,CA,Fellowships,Canada,North America,MINT
187930,2019,UK,Fellowships,United Kingdom,Europe,SSH
187931,2019,UK,Fellowships,United Kingdom,Europe,MINT
187932,2019,US,Fellowships,United States,North America,MINT
187933,2019,AU,Fellowships,Australia,Oceania,SSH
187934,2019,DE,Fellowships,Germany,Europe,MINT
187938,2019,US,Fellowships,United States,North America,LS
187939,2019,NL,Fellowships,Netherlands,Europe,LS
187943,2019,US,Fellowships,United States,North America,LS
187949,2019,US,Fellowships,United States,North America,SSH
187952,2019,DE,Fellowships,Germany,Europe,MINT
187953,2019,DE,Fellowships,Germany,Europe,MINT
187955,2019,US,Fellowships,United States,North America,MINT
187957,2019,DE,Fellowships,Germany,Europe,MINT
187958,2019,US,Fellowships,United States,North America,MINT
187960,2019,US,Fellowships,United States,North America,MINT
187963,2019,US,Fellowships,United States,North America,MINT
187974,2019,US,Fellowships,United States,North America,LS
187974,2019,FR,Fellowships,France,Europe,LS
187977,2019,US,Fellowships,United States,North America,MINT
187980,2019,US,Fellowships,United States,North America,MINT
187989,2019,US,Fellowships,United States,North America,LS
187993,2019,DE,Fellowships,Germany,Europe,MINT
187994,2019,IL,Fellowships,NA,Asia,MINT
187995,2019,US,Fellowships,United States,North America,MINT
187996,2019,US,Fellowships,United States,North America,MINT
187999,2019,DE,Fellowships,Germany,Europe,MINT
188001,2019,US,Fellowships,United States,North America,LS
188002,2019,FR,Fellowships,France,Europe,MINT
188008,2019,US,Fellowships,United States,North America,MINT
188010,2019,IL,Fellowships,NA,Asia,MINT
188011,2019,CA,Fellowships,Canada,North America,MINT
188014,2019,US,Fellowships,United States,North America,MINT
188015,2019,FR,Fellowships,France,Europe,MINT
188017,2019,US,Fellowships,United States,North America,LS
188022,2019,NL,Fellowships,Netherlands,Europe,SSH
188023,2019,DK,Fellowships,NA,Europe,MINT
188028,2019,UK,Fellowships,United Kingdom,Europe,MINT
188029,2019,ES,Fellowships,Spain,Europe,LS
188034,2019,NO,Fellowships,NA,Europe,MINT
188037,2019,UK,Fellowships,United Kingdom,Europe,MINT
188044,2019,UK,Fellowships,United Kingdom,Europe,LS
188046,2019,FR,Fellowships,France,Europe,MINT
188054,2019,US,Fellowships,United States,North America,LS
188056,2019,UK,Fellowships,United Kingdom,Europe,LS
188058,2019,NO,Fellowships,NA,Europe,SSH
188058,2019,DE,Fellowships,Germany,Europe,SSH
188058,2019,UK,Fellowships,United Kingdom,Europe,SSH
188059,2019,IT,Fellowships,Italy,Europe,SSH
188064,2019,US,Fellowships,United States,North America,MINT
188064,2019,US,Fellowships,United States,North America,MINT
188068,2019,UK,Fellowships,United Kingdom,Europe,MINT
188070,2019,US,Fellowships,United States,North America,MINT
188073,2019,US,Fellowships,United States,North America,SSH
188074,2019,UK,Fellowships,United Kingdom,Europe,LS
188076,2019,US,Fellowships,United States,North America,MINT
188090,2019,US,Fellowships,United States,North America,MINT
188091,2019,US,Fellowships,United States,North America,MINT
188093,2019,DE,Fellowships,Germany,Europe,MINT
188095,2019,CA,Fellowships,Canada,North America,MINT
188097,2019,UK,Fellowships,United Kingdom,Europe,LS
188097,2019,US,Fellowships,United States,North America,LS
188102,2019,DE,Fellowships,Germany,Europe,SSH
188102,2019,US,Fellowships,United States,North America,SSH
188102,2019,DE,Fellowships,Germany,Europe,SSH
188108,2019,IT,Fellowships,Italy,Europe,SSH
188110,2019,AT,Fellowships,Austria,Europe,LS
188112,2019,US,Fellowships,United States,North America,LS
188128,2019,UK,Fellowships,United Kingdom,Europe,MINT
